AirportCodeCityNameWorldAreaCode
DIN,DIEN-BIEN-PHU,SOC.REP.OFVIETNA,791
DIO,DIOMEDEISLAND,ALASKA,USA,1
DIP,DIAPAGA,BURKINAFASO,593
DIQ,DIVINOPOLIS,MG,BRAZIL,316
DIR,DIREDAWA,ETHIOPIA,522
DIS,LOUBOMO,PEOP.REP.OFTHECONGO,515
DIU,DIU,INDIA,733
DIV,DIVO,COTED'IVOIRE,533
DIY,DIYARBAKIR,TURKEY,679
DJA,DJOUGOU,BENIN,519
DJB,JAMBI,INDONESIA,832
DJE,DJERBA,TUNISIA,588
DJG,DJANET,ALGERIA,500
DJJ,JAYAPURA,INDONESIA,832
DJM,DJAMBALA,PEOP.REP.OFTHECONGO,515
DJN,DELTAJUNCTION,ALASKA,USA,1
DJO,DALOA,IVORYCOAST,533
DJU,DJUPIVOGUR,ICELAND,439
DKI,DUNKISLAND,QLD.,AUSTRALIA,802
DKK,DUNKIRK,NEWYORK,USA,22
DKR,DAKAR,SENEGAL,569
DKS,DIKSON,RUSSIA,770
DKV,DOCKERRIVER,N.T.,AUSTRALIA,802
DLA,DOUALA,CAMEROON,504
DLB,DALBERTIS,PAPUANEWGUINEA,804
DLC,DALIAN,CHINA,713
DLD,GEILO,NORWAY,465
DLE,DOLE,FRANCE,427
DLF,DELRIO,TEXAS,USA,74
DLG,DILLINGHAM,ALASKA,USA,1
DLH,DULUTH,MINNESOTA,USA,63
DLI,DALAT,SOC.REP.OFVIETNAM,791
DLK,DULKANINNA,SA,AUSTRALIA,802
DLL,DILLON,SOUTHCAROLINA,USA,37
DLM,DALAMAN,TURKEY,679
DLN,DILLON,MONTANA,USA,84
DLO,DOLOMITE,ALASKA,USA,1
DLS,THEDALLES,OREGON,USA,92
DLU,DALICITY,P.R.CHINA,713
DLV,DELISSAVILLE,N.T.,AUSTRALIA,802
DLY,DILLONSBAY,VANUATU,885
DLZ,DALANZADGAD,MONGOLIA,751
DMA,TUCSON,ARIZONA,USA,81
DMB,DZHAMBUL,KAZAKHSTAN,738
DMD,DOOMADGEEMISSION,Q.AUSTRALIA,802
DME,MOSCOW,RUSSIA,475
DMO,SEDALIA,MISSOURI,USA,64
DMR,DHAMAR,YEMEN,694
DMT,DIAMANTINO,BRAZIL,316
DMU,DIMAPUR,INDIA,733
DNA,KADENAAFB,OKINAWA,JAPAN,736
DNB,DUNBAR,QLD.,AUSTRALIA,802
DNC,DANANE,COTED'IVOIRE,533
DND,DUNDEE,ANGUS,SCOTLAND,(U.K.),493
DNF,DERNA,LIBYANAJAMAHIRIYA,538
DNH,DUNHUANG,CHINA,713
DNI,WADMEDANI,SUDAN,583
DNK,DNEPROPETROVSK,UKRAINE,488
DNL,AUGUSTA,GEORGIA,USA,34
DNM,DENHAM,W.AUSTRALIA,802
DNN,DALTON,GEORGIA,USA,34
DNO,DIANOPOLIS,BRAZIL,316
DNP,DANG,NEPAL,755
DNQ,DENILIQUIN,N.S.W.,AUSTRALIA,802
DNR,DINARD,FRANCE,427
DNS,DENISON,IOWA,USA,61
DNU,DINANGAT,PAPUANEWGUINEA,804
DNV,DANVILLE,ILLINOIS,USA,41
DNX,DINDER,SUDAN,583
DNZ,DENIZLI,TURKEY,679
DOA,DOANY,DEM.REP.MADAGASCAR,541
DOB,DOBO,ARU,INDONESIA,832
DOC,DORNOCH,SCOTLAND,(U.K.),493
DOD,DODOMA,TANZANIA,585
DOE,DJOEMOE,REPUBLICOFSURINAME,379
DOF,DORABAY,ALASKA,USA,1
DOG,DONGOLA,SUDAN,583
DOH,DOHA,QATAR,664
DOI,DOINI,PAPUANEWGUINEA,804
DOK,DONETSK,UKRAINE,488
DOL,DEAUVILLE,FRANCE,427
DOM,DOMINICA,WESTINDIES,221
DON,DOSLAGUNAS,GUATEMALA,127
DOO,DOROBISORO,PAPUANEWGUINEA,804
DOP,DOLPA,NEPAL,755
DOR,DORI,BURKINAFASO,593
DOS,DIOS,PAPUANEWGUINEA,804
DOU,DOURADOS,BRAZIL,316
DOV,DOVER,DELAWARE,USA,31
DOX,DONGARA,W.AUSTRALIA,802
DPA,CHICAGO,ILLINOIS,USA,41
DPE,DIEPPE,FRANCE,427
DPG,DUGWAY,UTAH,USA,87
DPK,DEERPARK,NEWYORK,USA,22
DPL,DIPOLOG,PHILIPPINES,766
DPO,DEVONPORT,TASMANIA,802
DPS,DENPASAR,INDONESIA,832
DPU,DUMPU,PAPUANEWGUINEA,804
DRA,MERCURY,NEVADA,USA,85
DRB,DERBY,W.AUSTRALIA,802
DRC,DIRICO,ANGOLA,502
DRD,DORUNDASTATION,QLD.,AUSTRALIA,802
DRE,DRUMMONDISLAND,MICHIGAN,USA,43
DRF,DRIFTRIVER,ALASKA,USA,1
DRG,DEERING,ALASKA,USA,1
DRH,DABRA,INDONESIA,832
DRJ,DRIETABBETJE,REP.OFSURINAME,379
DRM,DRAMA,GREECE,433
DRN,DIRRANBANDI,QLD.,AUSTRALIA,802
DRO,DURANGO,COLORADO,USA,82
DRR,DURRIE,QLD.,AUSTRALIA,802
DRS,DRESDEN,GERMANY,429
DRT,DELRIO,TEXAS,USA,74
DRU,DRUMMOND,MONTANA,USA,84
DRW,DARWIN,N.T.,AUSTRALIA,802
DSC,DSCHANG,CAMEROON,504
DSD,LADESIRADE,GUADELOUPE,235
DSE,DESSIE,ETHIOPIA,522
DSI,DESTIN,FLORIDA,USA,33
DSK,DERAISMAILKHAN,PAKISTAN,764
DSL,DARU,SIERRALEONE,571
DSM,DESMOINES,IOWA,USA,61
DSN,DONGSHENG,P.R.CHINA,713
DSV,DANSVILLE,NEWYORK,USA,22
DTA,DELTA,UTAH,USA,87
DTD,DATADAWAI,INDONESIA,832
DTE,DAET,PHILIPPINES,766
DTH,DEATHVALLEY,CALIFORNIA,USA,91
DTL,DETROITLAKES,MINNESOTA,USA,63
DTM,DORTMUND,GERMANY,429
DTR,DECATURISLAND,WASHINGTON,USA,93
DTT,DETROIT,MICHIGAN,USA,43
DTW,DETROIT,MICHIGAN,USA,43
DUA,DURANT,OKLAHOMA,USA,73
DUB,DUBLIN,REPUBLICOFIRELAND,441
DUC,DUNCAN,OKLAHOMA,USA,73
DUD,DUNEDIN,NEWZEALAND,851
DUE,DUNDO,ANGOLA,502
DUF,DUCK,NORTHCAROLINA,USA,36
DUG,DOUGLAS,ARIZONA,USA,81
DUI,DUISBURG,GERMANY,429
DUJ,DUBOIS,PENNSYLVANIA,USA,23
DUK,DUKUDUK,SOUTHAFRICA,562
DUM,DUMAI,INDONESIA,832
DUN,DUNDAS,GREENLAND,975
DUQ,DUNCAN/QUAMICHANLAKE,B.C.,CANADA,906
DUR,DURBAN,SOUTHAFRICA,562
DUS,DUSSELDORF,GERMANY,429
DUT,DUTCHHARBOR,ALASKA,USA,1
DVA,DEVA,ROMANIA,473
DVL,DEVILSLAKE,NORTHDAKOTA,USA,66
DVN,DAVENPORT,IOWA,USA,61
DVO,DAVAO,PHILIPPINES,766
DVP,DAVENPORTDOWNS,Q.AUSTRALIA,802
DVR,DALYRIVER,N.T.,AUSTRALIA,802
DVT,PHOENIX,ARIZONA,USA,81
DVX,DOVER,DELAWARE,USA,31
DWA,DWANGWA,MALAWI,542
DWB,SOALALA,DEM.REP.MADAGASCAR,541
DXB,DUBAI,U.A.EMIRATES,678
DXD,DIXIE,QLD.,AUSTRALIA,802
DXR,DANBURY,CONNECTICUT,USA,11
DYA,DYSART,QLD.,AUSTRALIA,802
DYG,DAYONG,P.R.CHINA,713
DYL,DOYLESTOWN,PENNSYLVANIA,USA,23
DYM,DIAMANTINALAKES,Q.AUSTRALIA,802
DYR,ANADYR,RUSSIA,770
DYS,ABILENE,TEXAS,USA,74
DYU,DUSHANBE,TAJIKISTAN,783
DYW,DALYWATERS,N.T.,AUSTRALIA,802
DZA,DZAOUDZI,COMOROIS.,513
DZI,CODAZZI,COLOMBIA,327
DZN,DZEZKAZGAN,KAZAKHSTAN,738
DZO,DURAZNO,URUGUAY,385
DZU,DAZU,P.R.CHINA,713
EAA,EAGLE,ALASKA,USA,1
EAB,ABBSE,YEMEN,694
EAE,EMAE,VANUATU,885
EAM,NEJRAN,SAUDIARABIA,670
EAN,WHEATLAND,WYOMING,USA,88
EAR,KEARNEY,NEBRASKA,USA,65
EAS,SANSEBASTIAN,SPAIN,482
EAT,WENATCHEE,WASHINGTON,USA,93
EAU,EAUCLAIRE,WISCONSIN,USA,45
EBA,ELBAISLAND,ITALY,450
EBB,ENTEBBE/KAMPALA,UGANDA,590
EBD,ELOBEID,SUDAN,583
EBG,ELBAGRE,COLOMBIA,327
EBJ,ESBJERG,DENMARK,419
EBM,ELBORMA,ALGERIA,500
EBN,EBADON,MARSHALLISLANDS,844
EBO,EBON,MARSHALLISLANDS,844
EBS,WEBSTERCITY,IOWA,USA,61
EBU,ST.ETIENNE,FRANCE,427
EBW,EBOLOWA,CAMEROON,504
ECA,EASTTAWAS,MICHIGAN,USA,43
ECG,ELIZABETHCITY,NORTHCAROLINA,USA,36
ECH,ECHUCA,VIC,AUSTRALIA,802
ECN,ERCAN,CYPRUS,611
ECO,ELENCANTO,COLOMBIA,327
ECR,ELCHARCO,COLOMBIA,327
ECS,NEWCASTLE,WYOMING,USA,88
EDA,EDNABAY,ALASKA,USA,1
EDB,ELDEBBA,SUDAN,583
EDD,ERLDUNDA,N.T.,AUSTRALIA,802
EDE,EDENTON,NORTHCAROLINA,USA,36
EDF,ANCHORAGE,ALASKA,USA,1
EDI,EDINBURGH,SCOTLAND,(U.K.),493
EDK,ELDORADO,KANSAS,USA,62
EDL,ELDORET,KENYA,535
EDM,LAROCHE,FRANCE,427
EDQ,ERANDIQUE,HONDURAS,131
EDR,EDWARDRIVER,QLD.,AUSTRALIA,802
EDW,EDWARDS,CALIFORNIA,USA,91
EED,NEEDLES,CALIFORNIA,USA,91
EEK,EEK,ALASKA,USA,1
EEN,KEENE,NEWHAMPSHIRE,USA,14
EFB,EIGHTFATHOMBIGHT,ALASKA,USA,1
EFD,HOUSTON,TEXAS,USA,74
EFG,EFOGI,PAPUANEWGUINEA,804
EFK,NEWPORT,VERMONT,USA,16
EFL,ARGOSTOLION,GREECE,433
EFW,JEFFERSON,IOWA,USA,61
EGA,ENGATI,PAPUANEWGUINEA,804
EGC,BERGERAC,FRANCE,427
EGE,EAGLE,COLORADO,USA,82
EGI,VALPARAISO,FLORIDA,USA,33
EGL,NEGHELLI,ETHIOPIA,522
EGM,SEGE,SOLOMONIS.,874
EGN,ELGENEINA,SUDAN,583
EGO,BELGOROD,RUSSIA,475
EGP,EAGLEPASS,TEXAS,USA,74
EGS,EGILSSTADIR,ICELAND,439
EGV,EAGLERIVER,WISCONSIN,USA,45
EGX,EGEGIK,ALASKA,USA,1
EHL,ELBOLSON,ARGENTINA,303
EHM,CAPENEWENHAM,ALASKA,USA,1
EHT,EASTHARTFORD,CONNECTICUT,USA,11
EIA,EIA,PAPUANEWGUINEA,804
EIE,ENISEYSK,RUSSIA,770
EIH,EINASLEIGH,QLD.,AUSTRALIA,802
EIL,FAIRBANKS,ALASKA,USA,1
EIN,EINDHOVEN,NETHERLANDS,461
EIS,TORTOLA,BRITISHVIRGINIS.,282
EIY,EINYAHAV,ISRAEL,636
EJA,BARRANCABERMEJA,COLOMBIA,327
EJH,WEDJH,SAUDIARABIA,670
EKA,EUREKA/ARCATA,CALIFORNIA,USA,91
EKB,EKIBASTUZ,KAZAKHSTAN,738
EKD,ELKEDRA,N.T.,AUSTRALIA,802
EKE,EKEREKU,GUYANA,350
EKI,ELKHART,INDIANA,USA,42
EKN,ELKINS,WESTVIRGINIA,USA,39
EKO,ELKO,NEVADA,USA,85
EKT,ESKILSTUNA,SWEDEN,484
EKX,ELIZABETHTOWN/FT.KNOX,KY,USA,52
ELA,EAGLELAKE,TEXAS,USA,74
ELB,ELBANCO,COLOMBIA,327
ELC,ELCHOISLAND,N.T.,AUSTRALIA,802
ELD,ELDORADO,ARKANSAS,USA,71
ELE,ELREAL,PANAMAREP.,162
ELF,ELFASHER,SUDAN,583
ELG,ELGOLEA,ALGERIA,500
ELH,NORTHELEUTHERA,BAHAMAS,204
ELI,ELIM,ALASKA,USA,1
ELJ,ELRECREO,COLOMBIA,327
ELK,ELKCITY,OKLAHOMA,USA,44
ELL,ELLISRAS,SOUTHAFRICA,562
ELM,ELMIRA,NEWYORK,USA,22
ELN,ELLENSBURG,WASHINGTON,USA,93
ELO,ELDORADO,ARGENTINA,303
ELP,ELPASO,TEXAS,USA,74
ELQ,GASSIM,SAUDIARABIA,670
ELR,ELELIM,INDONESIA,832
ELS,EASTLONDON,SOUTHAFRICA,562
ELT,ELTOR,ARABREP.OFEGYPT,591
ELU,ELOUED,ALGERIA,500
ELV,ELFINCOVE,ALASKA,USA,1
ELW,ELLAMAR,ALASKA,USA,1
ELY,ELY,NEVADA,USA,85
ELZ,WELLSVILLE,NEWYORK,USA,22
EMA,EASTMIDLANDS,ENGLAND,(U.K.),493
EMD,EMERALD,QLD.,AUSTRALIA,802
EME,EMDEN,GERMANY,429
EMG,EMPANGENI,S.W.AFRICA.,575
EMI,EMIRAU,PAPUANEWGUINEA,804
EMK,EMMONAK,ALASKA,USA,1
EMM,KEMMERER,WYOMING,USA,88
EMN,NEMA,MAURITANIA,545
EMO,EMO,PAPUANEWGUINEA,804
EMP,EMPORIA,KANSAS,USA,62
EMS,EMBESSA,PAPUANEWGUINEA,804
EMT,ELMONTE,CALIFORNIA,USA,91
EMX,ELMAITEN,ARGENTINA,303
EMY,ELMINYA,ARABREP.OFEGYPT,591
ENA,KENAI,ALASKA,USA,1
ENB,ENEABBA,W.AUSTRALIA,802
ENC,NANCY,FRANCE,427
END,ENID,OKLAHOMA,USA,73
ENE,ENDE,INDONESIA,832
ENF,ENONTEKIO,FINLAND,425
ENH,ENSHI,CHINA,713
ENI,ELNIDO,PHILIPPINES,766
ENJ,ELNARANJO,GUATEMALA,127
ENK,ENNISKILLEN,N.IRELAND,(U.K.),493
ENL,CENTRALIA,ILLINOIS,USA,41
ENN,NENANA,ALASKA,USA,1
ENO,ENCARNACION,PARAGUAY,365
ENQ,CORONELE.SOTOCANOAB,HONDURAS,131
ENS,ENSCHEDE,NETHERLANDS,461
ENT,ENIWETOK,MARSHALLISLANDS,844
ENU,ENUGU,NIGERIA,555
ENV,WENDOVER,UTAH,USA,87
ENW,KENOSHA,WISCONSIN,USA,45
ENY,YANAN,CHINA,713
EOH,MEDELLIN-HERRERA,COLOMBIA,327
EOI,EDAY,ORKNEYISLAND,SCOT.,(U.K.),493
EOK,KEOKUK,IOWA,USA,61
EOR,ELDORADO,VENEZUELA,388
EOS,NEOSHO,MISSOURI,USA,64
EOZ,ELORZA,VENEZUELA,388
EPG,WEEPINGWATER,NEBRASKA,USA,65
EPH,EPHRATA,WASHINGTON,USA,93
EPI,EPI,VANUATU,885
EPK,EPISKOPI,CYPRUS,611
EPL,EPINAL,FRANCE,427
EPN,EPENA,PEOP.REP.OFTHECONGO,515
EPR,ESPERANCE,W.AUSTRALIA,802
EPT,ELIPTAMIN,PAPUANEWGUINEA,804
EQS,ESQUEL,ARGENTINA,303
ERA,ERIGAVO,SOMALIA,573
ERB,ERNABELLA,S.AUSTRALIA,802
ERC,ERZINCAN,TURKEY,679
ERD,BERDYANSK,UKRAINE,488
ERE,ERAVE,PAPUANEWGUINEA,804
ERF,ERFURT,GERMANY,429
ERH,ERRACHIDIA,MOROCCO,548
ERI,ERIE,PENNSYLVANIA,USA,23
ERM,ERECHIM,BRAZIL,316
ERN,EIRUNEPE,AMAZONAS,BRAZIL,316
ERR,ERROL,NEWHAMPSHIRE,USA,14
ERS,WINDHOEK,S.W.AFRIC,575
ERT,ERDENET,MONGOLIA,751
ERU,ERUME,PAPUANEWGUINEA,804
ERV,KERRVILLE,TEXAS,USA,74
ERZ,ERZURUM,TURKEY,679
ESA,ESA'ALA,PAPUANEWGUINEA,804
ESB,ANKARA,TURKEY,679
ESC,ESCANABA,MICHIGAN,USA,43
ESD,EASTSOUND,WASHINGTON,USA,93
ESE,ENSENADA,MEXICO,148
ESF,ALEXANDRIA,LOUISIANA,USA,72
ESG,MARISCALESTIGARRIBIA,PARAGUAY,365
ESH,SHOREHAM,ENGLAND,(U.K.),493
ESI,ESPINOSA,BRAZIL,316
ESK,ESKISEHIR,TURKEY,679
ESL,ELISTA,RUSSIA,475
ESM,ESMERALDAS,ECUADOR,337
ESN,EASTON,MARYLAND,USA,35
ESO,ESPANOLA,NEWMEXICO,USA,86
ESP,EASTSTROUDSBURG,PENNSYLVANIA,USA,23
ESR,ELSALVADOR,CHILE,324
ESS,ESSEN,GERMANY,429
EST,ESTHERVILLE,IOWA,USA,61
ESW,EASTON,WASHINGTON,USA,93
ETB,WESTBEND,WISCONSIN,USA,45
ETD,ETADUNNA,S.AUSTRALIA,802
ETE,METEMMA,ETHIOPIA,522
ETH,ELAT,ISRAEL,636
ETN,EASTLAND,TEXAS,USA,74
ETS,ENTERPRISE,ALABAMA,USA,51
ETZ,METZ/NANCY,FRANCE,427
EUA,EUA,TONGAISLAND,S.PACIFIC,881
EUC,EUCLA,W.AUSTRALIA,802
EUE,EUREKA,NEVADA,USA,85
EUF,EUFAULA,ALABAMA,USA,51
EUG,EUGENE,OREGON,USA,92
EUM,NEUMUNSTER,GERMANY,429
EUN,ELAAIUN,MOROCCO,548
EUX,ST.EUSTATIUS,NETH.ANTILLES,259
EVA,EVADALE,TEXAS,USA,74
EVD,EVADOWNS,N.T.,AUSTRALIA,802
EVE,EVENES,NORWAY,465
EVG,SVEG,SWEDEN,484
EVH,EVANSHEAD,N.S.W.,AUSTRALIA,802
EVM,EVELETH,MINNESOTA,USA,63
EVN,EREVAN,ARMENIA,405
EVV,EVANSVILLE,INDIANA,USA,42
EVW,EVANSTON,WYOMING,USA,88
EVX,EVREUX,FRANCE,427
EWB,NEWBEDFORD,MASSACHUSETTS,USA,13
EWE,EWER,INDONESIA,832
EWI,ENAROTALI,INDONESIA,832
EWK,NEWTON,KANSAS,USA,62
EWN,NEWBERN,NORTHCAROLINA,USA,36
EWO,EWO,PEOP.REP.OFTHECONGO,515
EWR,NEWARK,NEWJERSEY,USA,22
EXI,EXCURSIONINLET,ALASKA,USA,1
EXM,EXMOUTHGULF,WA,AUSTRALIA,802
EXT,EXETER,ENGLAND,(U.K.),493
EYL,YELIMANE,MALI,543
EYP,ELYOPAL,COLOMBIA,327
EYR,YERINGTON,NEVADA,USA,85
EYS,ELIYESPRINGS,KENYA,535
EYW,KEYWEST,FLORIDA,USA,33
EZE,BUENOSAIRES,ARG.,303
EZS,ELAZIG,TURKEY,679
FAA,FARANAH,GUINEA,531
FAB,FARNBOROUGH,ENGLANDUK,493
FAC,FAAITE,FRENCHPOLYNESIA,823
FAE,FAEROEISLANDS,DENMARK,419
FAG,FAGURHOLSMYRI,ICELAND,439
FAH,FARAH,AFGHANISTAN,701
FAI,FAIRBANKS,ALASKA,USA,1
FAJ,FAJARDO,PUERTORICO,3
FAK,FALSEISLAND,ALASKA,USA,1
FAL,ROMA,TEXAS,USA,74
FAM,FARMINGTON,MISSOURI,USA,64
FAN,FARSUND,NORWAY,465
FAO,FARO,PORTUGAL,469
FAR,FARGO,NORTHDAKOTA,USA,66
FAS,FASKRUDSFJORDUR,ICELAND,439
FAT,FRESNO,CALIFORNIA,USA,91
FAV,FAKARAVA,FR.POLYNESIA,823
FAY,FAYETTEVILLE,NORTHCAROLINA,USA,36
FBD,FAIZABAD,AFGHANISTAN,701
FBE,FRANCISCOBELTRAO,PR,BRAZIL,316
FBK,FAIRBANKS,ALASKA,USA,1
FBL,FARIBAULT,MINNESOTA,USA,63
FBM,LUBUMBASHI,ZAIRE,517
FBR,FORTBRIDGER,WYOMING,USA,88
FBU,OSLO-FORNEBU,NORWAY,465
FBY,FAIRBURY,NEBRASKA,USA,65
FCA,KALISPELL,MONTANA,USA,84
FCB,FICKSBURG,SOUTHAFRICA,562
FCH,FRESNO,CALIFORNIA,USA,91
FCM,MINNEAPOLIS/ST.PAUL,MN-CLOUD,USA,63
FCO,ROME,ITALY.,450
FCY,FORRESTCITY,ARKANSAS,USA,71
FDE,FORDE,NORWAY,465
FDF,FORTDEFRANCE,MARTINIQUE,252
FDH,FRIEDRICHSHAFEN,GERMANY,429
FDK,FREDERICK,MARYLAND,USA,35
FDR,FREDERICK,OKLAHOMA,USA,73
FDU,BANDUNDU,ZAIRE,517
FDY,FINDLAY,OHIO,USA,44
FEA,FETLAR,SHETLANDIS.,SCOTLAND,U.K,493
FEB,SANFEBAGAR,NEPAL,755
FEG,FERGANA,UZBEKISTAN,788
FEK,FERKESSEDOUGOU,COTED'IVOIRE,533
FEL,FURSTENFELDBRUCK,GERMANY,429
FEN,FERNANDODENORONHA,BRAZIL,316
FEP,FREEPORT,ILLINOIS,USA,41
FET,FREMONT,NEBRASKA,USA,65
FEW,CHEYENNE,WYOMING,USA,88
FEZ,FEZ,MOROCCO,548
FFA,KILLDEVILHILLS,NC,USA,36
FFD,FAIRFORD,UNITEDKINGDOM,493
FFL,FAIRFIELD,IOWA,USA,61
FFM,FERGUSFALLS,MINNESOTA,USA,63
FFO,DAYTON,OHIO,USA,44
FFT,FRANKFORT,KENTUCKY,USA,52
FFU,FUTALEUFU,CHILE,324
FGD,F'DERIK,MAURITANIA,545
FGI,APIA,W.SAMOA.,892
FGL,FOXGLACIER,NEWZEALAND,851
FGU,FANGATAU,FR.POLYNESIA,823
FHU,FT.HUACHUCA,ARIZONA,USA,81
FHZ,FAKAHINA,FRENCHPOLYNESIA,823
FIC,FIRECOVE,ALASKA,USA,1
FID,FISHERSISLAND,NEWYORK,USA,22
FIE,FAIRISLE,SCOTLAND,(U.K.),493
FIG,FRIA,GUINEA,531
FIH,KINSHASA,ZAIRE,517
FIK,FINKE,N.T.,AUSTRALIA,802
FIL,FILLMORE,UTAH,USA,87
FIN,FINSCHHAFEN,PAPUANEWGUINEA,804
FIV,FIVEFINGER,ALASKA,USA,1
FIZ,FITZROYCROSSING,W.AUSTRALIA,802
FJR,AL-FUJAIRAH,U.A.EMIRATES,678
FKI,KISANGANI,ZAIRE,517
FKJ,FUKUI,JAPAN,736
FKL,OILCITY/FRANKLIN,PA,USA,23
FKN,FRANKLIN,VIRGINIA,USA,38
FKQ,FAK-FAK,INDONESIA,832
FKS,FUKUSHIMA,JAPAN,736
FLA,FLORENCIA,COLOMBIA,327
FLB,FLORIANO,PIAUI,BRAZIL,316
FLC,FALLSCREEK,VICTORIA,AUSTRALIA,802
FLD,FONDDULAC,WISCONSIN,USA,45
FLF,FLENSBURG,GERMANY,429
FLG,FLAGSTAFF,ARIZONA,USA,81
FLH,FLOTTAISLE,SCOTLAND,(U.K.),493
FLI,FLATEYRI,ICELAND,439
FLJ,FALLSBAY,ALASKA,USA,1
FLL,FT.LAUDERDALE,FLORIDA,USA,33
FLM,FILADELFIA,PARAGUAY,365
FLN,FLORIANOPOLIS,BRAZIL,316
FLO,FLORENCE,SOUTHCAROLINA,USA,37
FLP,FLIPPIN,ARKANSAS,USA,71
FLR,FLORENCE,ITALY,450
FLS,FLINDERSIS.,TASMANIA,802
FLT,FLAT,ALASKA,USA,1
FLW,SANTACRUZ,FLORESIS.,AZORES,469
FLX,FALLON,NEVADA,USA,85
FLY,FINLEY,N.S.W.,AUSTRALIA,802
FMA,FORMOSA,ARGENTINA,303
FMC,FIVEMILE,ALASKA,USA,1
FMG,FLAMINGO,COSTARICA,110
FMH,FALMOUTH,MASSACHUSETTS,USA,13
FMI,KALEMIE,ZAIRE,517
FMN,FARMINGTON,NEWMEXICO,USA,86
FMO,MUENSTER,GERMANY,429
FMS,FT.MADISON,IOWA,USA,61
FMY,FT.MYERS,FLORIDA,USA,33
FNA,FREETOWN,SIERRALEONE,571
FNC,FUNCHAL,MADEIRAIS.,469
FNE,FANE,PAPUANEWGUINEA,804
FNG,FADANGOURMA,BURKINAFASO,593
FNH,FINCHA,ETHIOPIA,522
FNI,NIMES,FRANCE,427
FNJ,PYONGYANG,N.KOREA,757
FNK,FINCREEK,ALASKA,USA,1
FNL,FORTCOLLINS/LOVELAND,CO,USA,82
FNR,FUNTERBAY,ALASKA,USA,1
FNT,FLINT,MICHIGAN,USA,43
FOA,FOULA,SHETLANDIS.,SCOTLANDUK,493
FOB,FORTBRAGG,CALIFORNIA,USA,91
FOC,FUZHOU,CHINA,713
FOD,FT.DODGE,IOWA,USA,61
FOE,TOPEKA,KANSAS,USA,62
FOG,FOGGIA,ITALY,450
FOK,WESTHAMPTON,NEWYORK,USA,22
FOM,FOUMBAN,CAMEROON,504
FOO,NUMFUR,INDONESIA,832
FOR,FORTALEZA,CEARA,BRAZIL,316
FOS,FORREST,W.AUSTRALIA,802
FOT,FORSTER,N.S.W.,AUSTRALIA,802
FOU,FOUGAMOU,GABON,526
FOX,FOX,ALASKA,USA,1
FOY,FOYA,LIBERIA,537
FPO,FREEPORT,BAHAMAS,204
FPR,FT.PIERCE,FLORIDA,USA,33
FPY,PERRY,FLORIDA,USA,33
FRA,FRANKFURT,GERMANY,429
FRB,FORBES,N.S.W.,AUSTRALIA,802
FRC,FRANCA,BRAZIL,316
FRD,FRIDAYHARBOR,WASHINGTON,USA,93
FRE,FERAIS.,SOLOMONIS.,874
FRF,FRANKFURT,GERMANY,429
FRG,FARMINGDALE,NEWYORK,USA,22
FRH,FRENCHLICK,INDIANA,USA,93
FRJ,FREJUS,FRANCE,427
FRK,FREGATEIS.,SEYCHELLESIS.IND.OC,570
FRL,FORLI,ITALY,450
FRM,FAIRMONT,MINNESOTA,USA,63
FRO,FLORO,NORWAY,465
FRP,FRESHWATERBAY,ALASKA,USA,1
FRQ,FERAMIN,PAPUANEWGUINEA,804
FRR,FRONTROYAL,VIRGINIA,USA,38
FRS,FLORES,GUATEMALA,127
FRT,FRUTILLAR,CHILE,324
FRU,BISHKEK,KYRGYZSTAN,743
FRV,FRANCEVILLE,GABON,526
FRW,FRANCISTOWN,BOTSWANA,510
FRY,FRYEBURG,MAINE,USA,12
FSC,FIGARI,CORSICA,FRANCE,427
FSD,SIOUXFALLS,SOUTHDAKOTA,USA,67
FSI,FORTSILL,OKLAHOMA,USA,73
FSK,FT.SCOTT,KANSAS,USA,62
FSL,FOSSILDOWNS,W.AUSTRALIA,802
FSM,FT.SMITH,ARKANSAS,USA,71
FSP,ST.PIERRE,ST.PIERRE&MIQUELON,977
FSS,FORRES,SCOTLANDUK,493
FST,FT.STOCKTON,TEXAS,USA,74
FSU,FORTSUMNER,NEWMEXICO,USA,86
FTA,FUTUNAISLAND,VANUATU,885
FTI,FITIUTA,AMERICANSAMOA,5
FTL,FORTUNALEDGE,ALASKA,USA,1
FTU,FT.DAUPHIN,DEM.REP.MADAGASCAR,541
FTW,DALLAS/FT.WORTH,TEXAS,USA,74
FTX,OWANDO,PEOP.REP.OFTHECONGO,515
FTY,ATLANTA,GEORGIA,USA,34
FUB,FULLEBORN,PAPUANEWGUINEA,804
FUE,FUERTEVENTURA,CANARYIS.,482
FUG,FUYANG,CHINA,713
FUJ,FUKUE,JAPAN,736
FUK,FUKUOKA,JAPAN,736
FUL,FULLERTON,CALIFORNIA,USA,91
FUM,FUMA,PAPUANEWGUINEA,804
FUN,FUNAFUTI,TUVALU,817
FUO,FUOSHAN,P.R.CHINA,713
FUT,FUTUNA,WALLIS&FUTUNAIS.,890
FVA,TUZLA,BOSNIA-HERZEGOVINA,410
FVB,BALEDOGLE,SOMALIA,573
FVC,BAIKONOUR,KAZAKHSTAN,738
FVD,SONORA,TEXAS,USA,74
FVE,FALLBROOK,CALIFORNIA,USA,91
FWA,FT.WAYNE,INDIANA,USA,42
